title,vote_average,vote_count,overview
X-Men Legends,8.3,54,"In the sequel to the Tsui Hark classic, Wong Fei-Hung faces The White Lotus society, a fanatical cult seeking to drive the Europeans out of China through violence, even attacking Chinese who follow Western ways. Wong must also defend Dr. Sun Yat Sen, a revolutionary, from the military."
Spy Hunter [2004],7.4,47,"Master Wong and his disciples enroll in the 'Dancing Lion Competition' to stop an assassination plot and to battle an arrogant, deceitful opponent."
Swerve Basketball,8.1,154,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership."
Marble Madness,4,18,"A small town band makes it big, but loses track of their roots, as they get caught up into the big-time machinations of the music biz. Now, they must thwart a plot to destroy their home town. Built around the music of the beatles, this musical uses some big name groups like Peter Frampton and Aerosmith."
Joust,7,3,"Martin, conductor of a symphonic orchestra, meet Barbara, violine player and they start a relationship. Five years later Martin starts to develop loss of memory and becomes more and more confused. Finally he is diagnosed with Alzheimer's disease and Barbara tries to help as much as possible although Martin is often angry and violent towards her."
Root Beer Tapper,7.5,35,"An elderly horror-film star who, while making a personal appearance at a drive-in theatre, confronts a psychotic Vietnam veteran who has turned into a mass-murdering sniper."
Wario Ware Touched!,8.5,8,"An intelligent, articulate scholar, Harrison MacWhite, survives a hostile Senate confirmation hearing at the hands of conservatives to become ambassador to Sarkan, a southeast Asian country where civil war threatens a tense peace. Despite his knowledge, once he's there, MacWhite sees only a dichotomy between the U.S. and Communism. He can't accept that anti-American sentiment might be a longing for self-determination and nationalism. So, he breaks from his friend Deong, a local opposition leader, ignores a foreman's advice about slowing the building of a road, and tries to muscle ahead. What price must the country and his friends pay for him to get some sense?"
Racing Gears Advance,8.9,4,"Based on Henry James's novel of the same name. This bittersweet tragicomedy centers on an odd triangle of characters: Basil Ransom, a political conservative from Mississippi; Olive Chancellor, Ransom's cousin and a Boston feminist; and Verena Tarrant, a pretty, young protégée of Olive's in the feminist movement. The storyline concerns the struggle between Ransom and Olive for Verena's allegiance and affection, though the film also includes a wide panorama of political activists, newspaper people, and quirky eccentrics."
Tenchu: Fatal Shadows,6.5,78,"Truckers form a mile long ""convoy"" in support of a trucker's vendetta with an abusive sheriff...Based on the country song of same title by C.W. McCall."
Flashpoint Germany,7.2,276,"The final chapter of George A. Romero's ""Dead Trilogy"". In an underground government installation they are searching for a cure to overcome this strange transformation into zombies. Unfortunately, the zombies from above ground have made their way into the bunker."
Evel Knievel Evel-ution 3D,3.1,61,"Matchmaker, Dolly Levi takes a trip to Yonkers, New York to see the ""well-known unmarried half-a-millionaire,"" Horace Vandergelder. While there, she convinces him, his two stock clerks and his niece and her beau to go to New York City."
Son of the Mask,7.4,9,"The comfortable daily routines of aging Parisian actor Gilbert Valence, 76, are suddenly shaken when he learns that his wife, daughter, and son-in-law have been killed in a car crash. Having to take care of his now-orphaned grandson, he struggles to go on with his lifelong acting career like he's used to. But the roles he is offered -- a flashy TV show and a hectic last-minute replacement in an English-language film of Joyce's Ulysses -- finally convince him that it's time to retire."
Xenosaga Episode II: Jenseits von Gut und Bose,7.9,127,"After a freak accident, an invisible yuppie runs for his life from a treacherous CIA official while trying to cope with his new life."
Star Wars Knights of the Old Republic II: The Sith Lords,8.7,28,"Midler is the rock-and-roll singer Mary Rose Foster (known as the Rose to her legions of fans), whose romantic relationships and mental health are continuously imperiled by the demands of life on the road."
Colin McRae Rally 2005,6.1,11,"Sarah is a blind girl who has returned to her home, a country manor in which all of the occupants are dead. She unknowingly sleeps overnight, among a houseful of corpses, arising the next morning to quietly creep out of bed, in order not to awaken the other members of the household."
FIFA Soccer 2005 Mobile International Edition,7.5,2,Two door to door vaccuum cleaner salesmen hilariously compete against each other.
Mortal Kombat: Deception,8.5,8,"Prior to leaving by train for Paris, a married American woman tries to break off her affair with a young Italian in Rome's Stazione Termini."
FIFA Street [2005],5.5,13,"Two former nightclub partners are now enlisted in the Army. Sergeant Puccinelli ranks above his former partner, Private First Class Korwin. Puccinelli is desperately trying to get transferred from his dull job to active duty overseas. Meanwhile, all Korwin wants is a pass to see his wife and new baby."
NCAA Hoops 2005,6.8,21,"Bingo, the runaway circus dog, is off the leash and saving Chuckie's life! Bingo and the boy become the best of friends in this canine comedy featuring doggy disguises and skateboarding, pinball and prison. Chuckie and his parents (Cindy Williams and David Rasche) are moving house, a thousand miles away, but Bingo won't be allowed to join them. Chuckie and Bingo's determination to be reunited is t"
A Sound of Thunder,7.5,22,"A New York detective investigates a series of murders committed by random New Yorkers who claim that ""God told them to."""
FIFA Street [2005],5.5,19,"Virginia works at a used book store. She's really into horror novels and discovers a really good book. It's called ""I, Madman"" and it's about an insane doctor who cuts off people's noses, ears, and hair and puts them on his face to please a girl he likes. Only Virginia discovers that the book is nonfiction, and every time she picks up the book to read it, she sees him. The insane doctor from the book has escaped the book into our reality."
