overview,title,vote_average,vote_count
"It is the summer of 1941. An eastern-Finnish machine gun company receives an order to turn in their surplus equipment. The company is transferred to the front lines. The next morning the soldiers wake to the sound of guns - the war has begun. The Finnish troops attack and quickly move across the border. The young, nervous rookies of the company get their baptism of fire, and the men become familiar with death and the hardships of war. Under strength and badly equipped they fight a superior enemy. The lists of heroes and of the dead seem endless. Edvin Laine's epic interpretation of Väinö Linna's war novel ""Tuntematon Sotilas"" is an entire chapter in the book of Finnish movie history.",The Unknown Soldier,7.8,19
"Bill Benson and Ted Adams are to appear in a Broadway show together and, while in Paris, each 'discovers' the perfect leading lady for the plum female role. Each promises the prize role to the girl they selected without informing the other until they head back across the Atlantic by liner - with each man having brought his choice along! It becomes a stormy crossing as each man has to tell his 'find' that she might not get the role after all.",Anything Goes,7.5,4
"In the War's closing days, when a conscience-driven Japanese soldier fails to get his countrymen to surrender to overwhelming force, he adopts the lifestyle of a Buddhist monk.",The Burmese Harp,7.7,29
"Billy Bigelow has been dead for 15 years. Now outside the pearly gates, he long ago waived his right to go back to Earth for a day. He has heard that there is a problem with his family: namely with his wife Julie Bigelow, née Jordan, and his child he hasn't met. He would now like to head back to Earth to assist in rectifying the problem; but before he may go, he has to get permission from the gatekeeper by telling him his story. Adapted from the Rodgers and Hammerstein hit Broadway musical.",Carousel,5.5,23
"A humble and simple Takezo abandons his life as a knight errant. He's sought as a teacher and vassal by Shogun, Japan's most powerful clan leader. He's also challenged to fight by the supremely confident and skilful Sasaki Kojiro. Takezo agrees to fight Kojiro in a year's time but rejects Shogun's patronage, choosing instead to live on the edge of a village, raising vegetables. He's followed there by Otsu and later by Akemi, both in love with him. The year ends as Takezo assists the villagers against a band of brigands. He seeks Otsu's forgiveness and accepts her love, then sets off across the water to Ganryu Island for his final contest.",Samurai III: Duel at Ganryu Island,7.4,24
"When a village is besieged by giant caterpillars, a more horrifying discovery is made in their underground home...a giant flying creature that resembles the prehistoric pterodactyl. Soon after, a second Rodan appears and the two monsters begin to destroy Japan.",Rodan,5.7,22
A seasick sea captain commands an amusement pier despite local opposition. Released in the U.S. as 'All at Sea',Barnacle Bill,5.3,4
"Chase a Crooked Shadow (1958) is a suspense film in which a woman has trouble convincing anybody that a complete stranger has taken her dead brother's identity. It stars Richard Todd, Anne Baxter, and Herbert Lom as a policeman.",Chase a Crooked Shadow,7.1,7
"An American airbase in Canada provokes resentment from the nearby residents after fallout from nuclear experiments at the base are blamed for a recent spate of disappearances. A captain from the airbase is assigned to investigate, and begins to suspect that an elderly British scientist who lives near the base and conducts research in the field of mind over matter knows more than he is letting on..",Fiend Without a Face,5.9,19
"After serving time for manslaughter, young Vince Everett becomes a teenage rock star.",Jailhouse Rock,5.8,30
"The life and career of vaudevillian and silent screen horror star Lon Chaney, his contentious relationship with his neurotic wife, and his premature death.",Man of a Thousand Faces,6.2,6
Charles 'Slim' Lindbergh struggles to finance and design an airplane that will make his New York to Paris flight the first solo transatlantic crossing.,The Spirit of St. Louis,6.4,36
"Two psychics send a woman back in time to find out about her past-life experiences. She goes back as Helene, a woman from the Middle Ages who is to die at dawn under suspicion of being a witch. Then in an attempt to save Diana, and to keep all of time from being distorted, Quntis goes back in time to possibly convince Helene to let herself be killed. If she avoids her death, it will change history.",The Undead,4.4,7
"A routine flight turns into a major emergency as passengers and crew succumb to food poisoning - is there anyone on board who knows how to fly a plane? If that sounds vaguely familiar, it's because 'Airplane' was a send-up of this forerunner of the 1970s disaster movie. Written by Michael Brooke",Zero Hour!,6.7,12
"Violette Bushell is the daughter of an English father and a French mother, living in London in the early years of World War 2. She meets a handsome young French soldier in the park and takes him back for the family Bastille day celebrations. They fall in love, marry and have a baby girl when Violette Szabo receives the dreaded telegram informing her of his death in North Africa. Shortly afterwards, Violette is approached to join the SOE (Special Operations Executive). Should she stay and look after her baby or ""do her duty"" ?",Carve Her Name with Pride,5.4,9
"An 1840s British surgeon, experiments with anesthetic gases in an effort to make surgery pain-free. While doing so, his demonstration before a panel of his peers ends in a horrific mishap with his patient awakening under the knife; he is forced to leave his position in disgrace. To complicate matters, he becomes addicted to the gases and gets involved with a gang of criminals, led by Black Ben and his henchman Resurrection Joe.",Corridors of Blood,6.3,9
"Nishi is an advertising executive for a caramel company that is planning to launch a new product, in fierce competition with two other companies.",Giants and Toys,5.8,6
"An aging politician tries to get re-elected one last time in the changing world of the 1950s when TV started to play a bigger part in politics. Based loosely on the career of multi-term Boston Mayor James Michael Curley, this film examines the good and evil inherent in politics and all the things that go into an election. Tracy's uphill battle to stay in office is set against the political machinery that preyed on ethnic hatred and old-time money.",The Last Hurrah,7.5,9
"Machine-Gun Kelly, the famous bank robber, seldom without his Thompson machine gun.",Machine-Gun Kelly,6.6,8
A rugged city editor (Clark Gable) poses as a journalism student and flirts with the professor (Doris Day).,Teacher's Pet,6.5,26
A submarine commander is on a relentless pursuit of a Japanese aircraft carrier in the South Seas during World War II.,Torpedo Run,5.8,4
